FIPS,Name,have_mentalhealth,have_no_mentalhealth,have_no_fruit,have_fruit,have_no_vegetables,have_vegetables,year,p_have_mentalhealth,p_have_no_mentalhealth,p_have_fruit,p_have_no_fruit,p_have_vegetables,p_have_no_vegetables
1,Alabama,2452,4415,-1,-1,-1,-1,2016,0.35707004514343965,0.6429299548565603,0.5,0.5,0.5,0.5
2,Alaska,949,1893,-1,-1,-1,-1,2016,0.33391977480647433,0.6660802251935257,0.5,0.5,0.5,0.5
4,Arizona,3158,7643,-1,-1,-1,-1,2016,0.2923803351541524,0.7076196648458476,0.5,0.5,0.5,0.5
5,Arkansas,1600,3596,-1,-1,-1,-1,2016,0.30792917628945343,0.6920708237105466,0.5,0.5,0.5,0.5
6,California,3951,7355,-1,-1,-1,-1,2016,0.3494604634707235,0.6505395365292765,0.5,0.5,0.5,0.5
8,Colorado,4918,9801,-1,-1,-1,-1,2016,0.33412595964399755,0.6658740403560024,0.5,0.5,0.5,0.5
9,Connecticut,3358,7525,-1,-1,-1,-1,2016,0.30855462648166865,0.6914453735183314,0.5,0.5,0.5,0.5
10,Delaware,1098,2883,-1,-1,-1,-1,2016,0.27581009796533534,0.7241899020346647,0.5,0.5,0.5,0.5
11,District of Columbia,1224,2545,-1,-1,-1,-1,2016,0.32475457681082515,0.6752454231891748,0.5,0.5,0.5,0.5
12,Florida,10026,26139,-1,-1,-1,-1,2016,0.27722936540854415,0.7227706345914559,0.5,0.5,0.5,0.5
13,Georgia,1511,3764,-1,-1,-1,-1,2016,0.2864454976303318,0.7135545023696682,0.5,0.5,0.5,0.5
15,Hawaii,2388,5648,-1,-1,-1,-1,2016,0.2971627675460428,0.7028372324539572,0.5,0.5,0.5,0.5
16,Idaho,1711,3437,-1,-1,-1,-1,2016,0.33236208236208237,0.6676379176379177,0.5,0.5,0.5,0.5
17,Illinois,1588,3126,-1,-1,-1,-1,2016,0.336868901145524,0.6631310988544761,0.5,0.5,0.5,0.5
18,Indiana,3468,7395,-1,-1,-1,-1,2016,0.3192488262910798,0.6807511737089202,0.5,0.5,0.5,0.5
19,Iowa,1916,5233,-1,-1,-1,-1,2016,0.26800951181983496,0.7319904881801651,0.5,0.5,0.5,0.5
20,Kansas,3342,8613,-1,-1,-1,-1,2016,0.2795483061480552,0.7204516938519447,0.5,0.5,0.5,0.5
21,Kentucky,3236,6872,-1,-1,-1,-1,2016,0.32014246141669966,0.6798575385833003,0.5,0.5,0.5,0.5
22,Louisiana,1743,3416,-1,-1,-1,-1,2016,0.3378561736770692,0.6621438263229308,0.5,0.5,0.5,0.5
23,Maine,3315,6558,-1,-1,-1,-1,2016,0.33576420540869034,0.6642357945913097,0.5,0.5,0.5,0.5
24,Maryland,5588,12647,-1,-1,-1,-1,2016,0.30644365231697285,0.6935563476830271,0.5,0.5,0.5,0.5
25,Massachusetts,2853,5347,-1,-1,-1,-1,2016,0.34792682926829266,0.6520731707317073,0.5,0.5,0.5,0.5
26,Michigan,4091,7777,-1,-1,-1,-1,2016,0.34470845972362657,0.6552915402763735,0.5,0.5,0.5,0.5
27,Minnesota,4923,11677,-1,-1,-1,-1,2016,0.296566265060241,0.703433734939759,0.5,0.5,0.5,0.5
28,Mississippi,1456,3516,-1,-1,-1,-1,2016,0.2928399034593725,0.7071600965406275,0.5,0.5,0.5,0.5
29,Missouri,2162,4845,-1,-1,-1,-1,2016,0.30854859426288,0.69145140573712,0.5,0.5,0.5,0.5
30,Montana,1640,4240,-1,-1,-1,-1,2016,0.2789115646258503,0.7210884353741497,0.5,0.5,0.5,0.5
31,Nebraska,4224,10811,-1,-1,-1,-1,2016,0.2809444629198537,0.7190555370801464,0.5,0.5,0.5,0.5
32,Nevada,1483,2791,-1,-1,-1,-1,2016,0.34698175011698645,0.6530182498830136,0.5,0.5,0.5,0.5
33,New Hampshire,1884,4454,-1,-1,-1,-1,2016,0.29725465446513094,0.702745345534869,0.5,0.5,0.5,0.5
34,New Jersey,2131,5375,-1,-1,-1,-1,2016,0.28390620836664004,0.71609379163336,0.5,0.5,0.5,0.5
35,New Mexico,1849,4105,-1,-1,-1,-1,2016,0.31054753107154853,0.6894524689284515,0.5,0.5,0.5,0.5
36,New York,10926,22579,-1,-1,-1,-1,2016,0.32610058200268616,0.6738994179973138,0.5,0.5,0.5,0.5
37,North Carolina,1986,4460,-1,-1,-1,-1,2016,0.3080980452994105,0.6919019547005895,0.5,0.5,0.5,0.5
38,North Dakota,1553,4100,-1,-1,-1,-1,2016,0.2747213868742261,0.7252786131257739,0.5,0.5,0.5,0.5
39,Ohio,3671,8532,-1,-1,-1,-1,2016,0.300827665328198,0.6991723346718021,0.5,0.5,0.5,0.5
40,Oklahoma,2054,4727,-1,-1,-1,-1,2016,0.302905176227695,0.6970948237723049,0.5,0.5,0.5,0.5
41,Oregon,2073,3256,-1,-1,-1,-1,2016,0.38900356539688496,0.610996434603115,0.5,0.5,0.5,0.5
42,Pennsylvania,2462,4267,-1,-1,-1,-1,2016,0.3658790310595928,0.6341209689404071,0.5,0.5,0.5,0.5
44,Rhode Island,1785,3589,-1,-1,-1,-1,2016,0.33215481950130255,0.6678451804986975,0.5,0.5,0.5,0.5
45,South Carolina,3561,7479,-1,-1,-1,-1,2016,0.32255434782608694,0.6774456521739131,0.5,0.5,0.5,0.5
46,South Dakota,1480,4204,-1,-1,-1,-1,2016,0.2603800140745954,0.7396199859254047,0.5,0.5,0.5,0.5
47,Tennessee,1991,4047,-1,-1,-1,-1,2016,0.3297449486584962,0.6702550513415038,0.5,0.5,0.5,0.5
48,Texas,3283,8186,-1,-1,-1,-1,2016,0.2862498910105502,0.7137501089894498,0.5,0.5,0.5,0.5
49,Utah,3891,6938,-1,-1,-1,-1,2016,0.3593129559516114,0.6406870440483886,0.5,0.5,0.5,0.5
50,Vermont,2141,4312,-1,-1,-1,-1,2016,0.3317836665117,0.6682163334883,0.5,0.5,0.5,0.5
51,Virginia,2612,6250,-1,-1,-1,-1,2016,0.2947415933197924,0.7052584066802077,0.5,0.5,0.5,0.5
53,Washington,4815,9268,-1,-1,-1,-1,2016,0.3419015834694312,0.6580984165305688,0.5,0.5,0.5,0.5
54,West Virginia,2362,4676,-1,-1,-1,-1,2016,0.33560670645069623,0.6643932935493038,0.5,0.5,0.5,0.5
55,Wisconsin,1683,3545,-1,-1,-1,-1,2016,0.321920428462127,0.678079571537873,0.5,0.5,0.5,0.5
56,Wyoming,1207,3232,-1,-1,-1,-1,2016,0.2719080874070737,0.7280919125929264,0.5,0.5,0.5,0.5
66,Guam,472,1095,-1,-1,-1,-1,2016,0.30121250797702614,0.6987874920229739,0.5,0.5,0.5,0.5
72,Puerto Rico,1297,4416,-1,-1,-1,-1,2016,0.22702608086819534,0.7729739191318047,0.5,0.5,0.5,0.5
1,Alabama,2579,5206,270,6854,38,6900,2015,0.33127809890815674,0.6687219010918433,0.9620999438517687,0.03790005614823133,0.994522917267224,0.005477082732776016
2,Alaska,1196,2372,80,3285,27,3295,2015,0.3352017937219731,0.6647982062780269,0.9762258543833581,0.0237741456166419,0.9918723660445514,0.008127633955448525
4,Arizona,2366,5425,174,6901,30,6879,2015,0.3036837376460018,0.6963162623539982,0.9754063604240283,0.024593639575971733,0.9956578376031263,0.004342162396873643
5,Arkansas,1545,3574,183,4459,23,4503,2015,0.30181676108614963,0.6981832389138504,0.9605773373545885,0.03942266264541146,0.9949182501104729,0.005081749889527177
6,California,4477,8022,206,10884,41,10810,2015,0.3581886550924074,0.6418113449075926,0.9814247069431921,0.018575293056807936,0.9962215464012534,0.0037784535987466592
8,Colorado,4322,8977,221,11342,31,11330,2015,0.3249868411158734,0.6750131588841266,0.9808873129810602,0.01911268701893972,0.997271366957134,0.002728633042865945
9,Connecticut,3789,7943,275,10260,44,10308,2015,0.322962836685987,0.677037163314013,0.9738965353583294,0.026103464641670623,0.9957496136012365,0.004250386398763524
10,Delaware,1154,2844,92,3578,20,3551,2015,0.28864432216108055,0.7113556778389195,0.9749318801089918,0.025068119891008173,0.9943993279193504,0.005600672080649678
11,District of Columbia,1109,2804,78,3396,7,3407,2015,0.28341426015844623,0.7165857398415538,0.9775474956822107,0.022452504317789293,0.997949619214997,0.002050380785002929
12,Florida,2894,6607,264,8379,31,8449,2015,0.3045995158404379,0.6954004841595621,0.9694550503297467,0.030544949670253386,0.9963443396226415,0.0036556603773584906
13,Georgia,1352,3225,131,4013,14,4073,2015,0.29538999344548833,0.7046100065545117,0.9683880308880309,0.03161196911196911,0.9965745045265476,0.0034254954734524103
15,Hawaii,2037,5085,182,6390,36,6402,2015,0.2860151642796967,0.7139848357203032,0.9723067559342666,0.027693244065733414,0.994408201304753,0.005591798695246971
16,Idaho,1860,3840,115,5219,15,5220,2015,0.3263157894736842,0.6736842105263158,0.9784401949756281,0.021559805024371954,0.997134670487106,0.0028653295128939827
17,Illinois,1888,3346,118,4839,26,4868,2015,0.3607183798242262,0.6392816201757738,0.9761952794028647,0.023804720597135363,0.9946873722926032,0.0053126277073968125
18,Indiana,1939,4011,171,5334,23,5369,2015,0.32588235294117646,0.6741176470588235,0.9689373297002725,0.03106267029972752,0.9957344213649851,0.004265578635014837
19,Iowa,1687,4442,89,5571,21,5545,2015,0.27524881709903737,0.7247511829009626,0.9842756183745583,0.015724381625441698,0.9962270930650378,0.0037729069349622707
20,Kansas,6212,16644,648,19883,80,19987,2015,0.2717885894294715,0.7282114105705285,0.9684379718474502,0.031562028152549805,0.9960133552598794,0.003986644740120596
21,Kentucky,2787,5864,266,7702,29,7729,2015,0.32215928794359033,0.6778407120564096,0.9666164658634538,0.033383534136546184,0.9962619231760763,0.0037380768239236918
22,Louisiana,1529,3102,168,3957,34,4004,2015,0.33016627078384797,0.669833729216152,0.9592727272727273,0.04072727272727273,0.991579990094106,0.008420009905894007
23,Maine,2908,5996,202,8274,23,8334,2015,0.3265947888589398,0.6734052111410602,0.9761680037753657,0.02383199622463426,0.9972478162019863,0.0027521837980136413
24,Maryland,3577,8805,265,10992,33,10983,2015,0.2888870941689549,0.711112905831045,0.9764590921204583,0.02354090787954162,0.9970043572984749,0.0029956427015250544
25,Massachusetts,3149,5935,210,7741,42,7754,2015,0.34665345662703656,0.6533465433729635,0.9735882278958622,0.026411772104137844,0.9946126218573628,0.00538737814263725
26,Michigan,3000,5834,203,8049,32,8125,2015,0.3395970115462984,0.6604029884537016,0.9753999030538051,0.02460009694619486,0.9960769890891259,0.003923010910874096
27,Minnesota,4725,11805,304,15085,80,14998,2015,0.28584392014519056,0.7141560798548094,0.9802456299954513,0.019754370004548702,0.9946942565326966,0.005305743467303356
28,Mississippi,1642,4287,270,5199,23,5380,2015,0.2769438353853938,0.7230561646146062,0.9506308283049918,0.04936917169500823,0.9957431056820285,0.004256894317971497
29,Missouri,2201,4989,190,6530,27,6549,2015,0.30611961057023646,0.6938803894297636,0.9717261904761905,0.028273809523809524,0.9958941605839416,0.004105839416058394
30,Montana,1639,4321,153,5452,21,5481,2015,0.275,0.725,0.9727029438001784,0.027297056199821586,0.9961832061068703,0.003816793893129771
31,Nebraska,4588,12781,440,15695,74,15776,2015,0.26414877079854915,0.7358512292014509,0.9727300898667492,0.027269910133250697,0.9953312302839117,0.004668769716088328
32,Nevada,986,1885,91,2579,8,2604,2015,0.3434343434343434,0.6565656565656566,0.9659176029962547,0.03408239700374532,0.996937212863706,0.0030627871362940277
33,New Hampshire,2007,4893,171,6184,10,6203,2015,0.2908695652173913,0.7091304347826087,0.9730920535011802,0.026907946498819828,0.9983904715918236,0.0016095284081764044
34,New Jersey,3200,8032,302,9938,42,10017,2015,0.2849002849002849,0.7150997150997151,0.9705078125,0.0294921875,0.9958246346555324,0.0041753653444676405
35,New Mexico,2062,4589,153,5906,13,5947,2015,0.310028567132762,0.689971432867238,0.9747483083016999,0.02525169169830005,0.9978187919463087,0.002181208053691275
36,New York,4015,8021,290,10628,55,10643,2015,0.33358258557660353,0.6664174144233965,0.9734383586737497,0.02656164132625023,0.994858852121892,0.005141147878108057
37,North Carolina,1970,4638,210,5875,19,5940,2015,0.2981234866828087,0.7018765133171913,0.9654889071487264,0.03451109285127362,0.9968115455613358,0.0031884544386642055
38,North Dakota,1363,3519,113,4466,17,4502,2015,0.2791888570258091,0.7208111429741909,0.9753221227342215,0.024677877265778553,0.9962381057756141,0.003761894224385926
39,Ohio,3558,8143,274,10460,55,10454,2015,0.30407657465173915,0.6959234253482608,0.9744736351779393,0.02552636482206074,0.9947663907127224,0.005233609287277572
40,Oklahoma,2025,4816,234,6177,28,6234,2015,0.2960093553574039,0.7039906446425961,0.9635002339728591,0.036499766027140855,0.9955285851165762,0.004471414883423826
41,Oregon,1936,3304,100,4641,10,4641,2015,0.36946564885496186,0.6305343511450382,0.9789074035013711,0.02109259649862898,0.9978499247473661,0.0021500752526338422
42,Pennsylvania,1897,3749,150,5030,19,5092,2015,0.33599008147360965,0.6640099185263904,0.971042471042471,0.02895752895752896,0.9962825278810409,0.0037174721189591076
44,Rhode Island,1960,4107,149,5325,20,5289,2015,0.32305917257293554,0.6769408274270644,0.9727804165144318,0.02721958348556814,0.9962328122056885,0.0037671877943115466
45,South Carolina,3602,7746,341,10138,38,10255,2015,0.3174127599577018,0.6825872400422982,0.967458726977765,0.032541273022234946,0.9963081706013796,0.0036918293986204216
46,South Dakota,1792,5327,63,6728,5,6693,2015,0.25172074729596855,0.7482792527040315,0.9907230157561479,0.009276984243852157,0.9992535085100029,0.000746491489997014
47,Tennessee,1842,4024,157,5094,26,5077,2015,0.31401295601772927,0.6859870439822707,0.9701009331555894,0.02989906684441059,0.9949049578679209,0.005095042132079169
48,Texas,3943,10420,417,12402,44,12442,2015,0.2745248207199053,0.7254751792800946,0.9674701614790545,0.03252983852094547,0.9964760531795611,0.0035239468204388918
49,Utah,4079,7167,214,10273,31,10328,2015,0.36270674017428417,0.6372932598257158,0.9795937827786784,0.020406217221321635,0.9970074331499179,0.002992566850082054
50,Vermont,1962,4430,157,5788,21,5817,2015,0.3069461827284105,0.6930538172715894,0.9735912531539108,0.02640874684608915,0.9964028776978417,0.0035971223021582736
51,Virginia,2327,6169,214,7724,24,7787,2015,0.2738935969868173,0.7261064030131826,0.9730410682791635,0.026958931720836483,0.996927410062732,0.0030725899372679557
53,Washington,5236,10650,266,14532,54,14472,2015,0.3295983885181921,0.6704016114818079,0.9820245979186376,0.017975402081362345,0.9962825278810409,0.0037174721189591076
54,West Virginia,1880,3982,231,5220,26,5405,2015,0.3207096554077107,0.6792903445922893,0.9576224545954871,0.04237754540451293,0.9952126680169397,0.00478733198306021
55,Wisconsin,1975,4160,128,5438,28,5479,2015,0.32192339038304807,0.6780766096169519,0.9770032339202299,0.022996766079770033,0.9949155620119847,0.005084437988015254
56,Wyoming,1505,3893,125,4816,17,4824,2015,0.2788069655427936,0.7211930344572064,0.9747014774337178,0.02529852256628213,0.996488328857674,0.0035116711423259657
66,Guam,520,1143,35,1496,6,1496,2015,0.3126879134095009,0.6873120865904991,0.977139124755062,0.022860875244937948,0.996005326231691,0.0039946737683089215
72,Puerto Rico,1179,4183,251,4820,49,5099,2015,0.21988064155165982,0.7801193584483401,0.9505028593965688,0.04949714060343128,0.9904817404817405,0.009518259518259518
1,Alabama,2906,5568,-1,-1,-1,-1,2014,0.34293131932971443,0.6570686806702856,0.5,0.5,0.5,0.5
2,Alaska,1358,2933,-1,-1,-1,-1,2014,0.3164763458401305,0.6835236541598695,0.5,0.5,0.5,0.5
4,Arizona,4180,10453,-1,-1,-1,-1,2014,0.2856557096972596,0.7143442903027404,0.5,0.5,0.5,0.5
5,Arkansas,1559,3566,-1,-1,-1,-1,2014,0.3041951219512195,0.6958048780487804,0.5,0.5,0.5,0.5
6,California,2987,5771,-1,-1,-1,-1,2014,0.34105960264900664,0.6589403973509934,0.5,0.5,0.5,0.5
8,Colorado,4134,9053,-1,-1,-1,-1,2014,0.31349055888374916,0.6865094411162509,0.5,0.5,0.5,0.5
9,Connecticut,2428,5410,-1,-1,-1,-1,2014,0.309772901250319,0.690227098749681,0.5,0.5,0.5,0.5
10,Delaware,1162,3041,-1,-1,-1,-1,2014,0.2764691886747561,0.7235308113252439,0.5,0.5,0.5,0.5
11,District of Columbia,1099,2894,-1,-1,-1,-1,2014,0.27523165539694466,0.7247683446030554,0.5,0.5,0.5,0.5
12,Florida,2773,6771,-1,-1,-1,-1,2014,0.2905490360435876,0.7094509639564124,0.5,0.5,0.5,0.5
13,Georgia,1974,4267,-1,-1,-1,-1,2014,0.3162954654702772,0.6837045345297228,0.5,0.5,0.5,0.5
15,Hawaii,2017,5176,-1,-1,-1,-1,2014,0.2804115111914361,0.7195884888085639,0.5,0.5,0.5,0.5
16,Idaho,1744,3622,-1,-1,-1,-1,2014,0.3250093179276929,0.6749906820723072,0.5,0.5,0.5,0.5
17,Illinois,1732,3279,-1,-1,-1,-1,2014,0.3456395928956296,0.6543604071043704,0.5,0.5,0.5,0.5
18,Indiana,3657,7599,-1,-1,-1,-1,2014,0.32489339019189767,0.6751066098081023,0.5,0.5,0.5,0.5
19,Iowa,2196,5811,-1,-1,-1,-1,2014,0.2742600224803297,0.7257399775196703,0.5,0.5,0.5,0.5
20,Kansas,3650,9850,-1,-1,-1,-1,2014,0.27037037037037037,0.7296296296296296,0.5,0.5,0.5,0.5
21,Kentucky,3417,7605,-1,-1,-1,-1,2014,0.31001633097441483,0.6899836690255852,0.5,0.5,0.5,0.5
22,Louisiana,2115,4529,-1,-1,-1,-1,2014,0.3183323299217339,0.6816676700782661,0.5,0.5,0.5,0.5
23,Maine,2983,5963,-1,-1,-1,-1,2014,0.333445115135256,0.666554884864744,0.5,0.5,0.5,0.5
24,Maryland,3672,8686,-1,-1,-1,-1,2014,0.2971354588121055,0.7028645411878944,0.5,0.5,0.5,0.5
25,Massachusetts,4915,10416,-1,-1,-1,-1,2014,0.32059226404018004,0.67940773595982,0.5,0.5,0.5,0.5
26,Michigan,2749,5587,-1,-1,-1,-1,2014,0.32977447216890593,0.670225527831094,0.5,0.5,0.5,0.5
27,Minnesota,4638,11551,-1,-1,-1,-1,2014,0.28649082710482426,0.7135091728951758,0.5,0.5,0.5,0.5
28,Mississippi,1131,2993,-1,-1,-1,-1,2014,0.27424830261881666,0.7257516973811833,0.5,0.5,0.5,0.5
29,Missouri,2049,4921,-1,-1,-1,-1,2014,0.293974175035868,0.706025824964132,0.5,0.5,0.5,0.5
30,Montana,2078,5283,-1,-1,-1,-1,2014,0.282298600733596,0.717701399266404,0.5,0.5,0.5,0.5
31,Nebraska,5764,16368,-1,-1,-1,-1,2014,0.26043737574552683,0.7395626242544732,0.5,0.5,0.5,0.5
32,Nevada,1230,2458,-1,-1,-1,-1,2014,0.3335140997830803,0.6664859002169198,0.5,0.5,0.5,0.5
33,New Hampshire,1768,4323,-1,-1,-1,-1,2014,0.2902643244130685,0.7097356755869315,0.5,0.5,0.5,0.5
34,New Jersey,3795,9000,-1,-1,-1,-1,2014,0.2966002344665885,0.7033997655334114,0.5,0.5,0.5,0.5
35,New Mexico,2626,6206,-1,-1,-1,-1,2014,0.2973278985507246,0.7026721014492754,0.5,0.5,0.5,0.5
36,New York,2200,4473,-1,-1,-1,-1,2014,0.32968679754233476,0.6703132024576652,0.5,0.5,0.5,0.5
37,North Carolina,2068,5114,-1,-1,-1,-1,2014,0.2879420774157616,0.7120579225842384,0.5,0.5,0.5,0.5
38,North Dakota,2034,5601,-1,-1,-1,-1,2014,0.26640471512770136,0.7335952848722986,0.5,0.5,0.5,0.5
39,Ohio,3504,7204,-1,-1,-1,-1,2014,0.32723197609264104,0.672768023907359,0.5,0.5,0.5,0.5
40,Oklahoma,2538,5800,-1,-1,-1,-1,2014,0.3043895418565603,0.6956104581434397,0.5,0.5,0.5,0.5
41,Oregon,1824,3313,-1,-1,-1,-1,2014,0.3550710531438583,0.6449289468561418,0.5,0.5,0.5,0.5
42,Pennsylvania,3461,7283,-1,-1,-1,-1,2014,0.32213328369322414,0.6778667163067759,0.5,0.5,0.5,0.5
44,Rhode Island,1947,4396,-1,-1,-1,-1,2014,0.3069525461138263,0.6930474538861737,0.5,0.5,0.5,0.5
45,South Carolina,3393,7406,-1,-1,-1,-1,2014,0.3141957588665617,0.6858042411334383,0.5,0.5,0.5,0.5
46,South Dakota,1772,5532,-1,-1,-1,-1,2014,0.24260679079956188,0.7573932092004381,0.5,0.5,0.5,0.5
47,Tennessee,1555,3477,-1,-1,-1,-1,2014,0.30902225755166934,0.6909777424483307,0.5,0.5,0.5,0.5
48,Texas,3993,11016,-1,-1,-1,-1,2014,0.26604037577453526,0.7339596242254647,0.5,0.5,0.5,0.5
49,Utah,5187,9665,-1,-1,-1,-1,2014,0.3492458928090493,0.6507541071909507,0.5,0.5,0.5,0.5
50,Vermont,2044,4357,-1,-1,-1,-1,2014,0.3193251054522731,0.6806748945477269,0.5,0.5,0.5,0.5
51,Virginia,2467,6845,-1,-1,-1,-1,2014,0.2649269759450172,0.7350730240549829,0.5,0.5,0.5,0.5
53,Washington,3254,6710,-1,-1,-1,-1,2014,0.32657567242071456,0.6734243275792854,0.5,0.5,0.5,0.5
54,West Virginia,1948,4149,-1,-1,-1,-1,2014,0.3195013941282598,0.6804986058717402,0.5,0.5,0.5,0.5
55,Wisconsin,2169,4826,-1,-1,-1,-1,2014,0.3100786275911365,0.6899213724088634,0.5,0.5,0.5,0.5
56,Wyoming,1671,4633,-1,-1,-1,-1,2014,0.2650697969543147,0.7349302030456852,0.5,0.5,0.5,0.5
66,Guam,798,1699,-1,-1,-1,-1,2014,0.3195835002002403,0.6804164997997597,0.5,0.5,0.5,0.5
72,Puerto Rico,1258,4679,-1,-1,-1,-1,2014,0.21189152770759642,0.7881084722924036,0.5,0.5,0.5,0.5
1,Alabama,2131,4203,332,5793,486,5632,2013,0.3364382696558257,0.6635617303441743,0.9457959183673469,0.05420408163265306,0.9205622752533508,0.07943772474664923
2,Alaska,1426,3079,140,4173,259,4037,2013,0.3165371809100999,0.6834628190899001,0.9675399953628565,0.03246000463714352,0.9397113594040968,0.060288640595903165
4,Arizona,1314,2866,147,3781,278,3638,2013,0.31435406698564594,0.6856459330143541,0.9625763747454175,0.03742362525458248,0.9290091930541369,0.07099080694586313
5,Arkansas,1616,3523,276,4591,546,4301,2013,0.3144580657715509,0.6855419342284491,0.9432915553729196,0.056708444627080336,0.8873530018568186,0.11264699814318135
6,California,4090,7320,254,9569,422,9375,2013,0.3584574934268186,0.6415425065731815,0.9741423190471343,0.025857680952865725,0.9569255894661631,0.04307441053383689
8,Colorado,4262,9191,265,12099,626,11701,2013,0.3168066602244852,0.6831933397755148,0.9785668068586219,0.021433193141378194,0.9492171655715097,0.050782834428490305
9,Connecticut,2456,5136,289,6875,376,6774,2013,0.32349841938883034,0.6765015806111696,0.9596594081518705,0.040340591848129534,0.9474125874125874,0.05258741258741259
10,Delaware,1573,3561,196,4708,269,4635,2013,0.30638878067783404,0.693611219322166,0.9600326264274062,0.0399673735725938,0.9451468189233279,0.05485318107667211
11,District of Columbia,1405,3427,148,4307,113,4332,2013,0.2907698675496689,0.7092301324503312,0.9667789001122334,0.03322109988776655,0.974578177727784,0.025421822272215972
12,Florida,10129,23098,1474,30099,2194,29297,2013,0.30484244740722904,0.6951575525927709,0.9533145409052038,0.04668545909479618,0.9303293004350449,0.06967069956495507
13,Georgia,2383,5599,345,7048,443,6922,2013,0.29854673014282135,0.7014532698571787,0.9533342350872447,0.04666576491275531,0.9398506449422946,0.06014935505770536
