FIPS,Name,have_mentalhealth,have_no_mentalhealth,no_highschool,highschool,year,p_have_mentalhealth,p_have_no_mentalhealth,p_highschool,p_no_highschool
30,Montana,1640,4240,381,5576,2016,0.2789115646258503,0.7210884353741497,0.9360416316938056,0.06395836830619439
31,Nebraska,4224,10811,951,14207,2016,0.2809444629198537,0.7190555370801464,0.937260852355192,0.06273914764480802
32,Nevada,1483,2791,394,3933,2016,0.34698175011698645,0.6530182498830136,0.9089438409983822,0.09105615900161775
33,New Hampshire,1884,4454,314,6094,2016,0.29725465446513094,0.702745345534869,0.9509987515605494,0.04900124843945069
34,New Jersey,2131,5375,577,7035,2016,0.28390620836664004,0.71609379163336,0.924198633736206,0.07580136626379401
35,New Mexico,1849,4105,720,5291,2016,0.31054753107154853,0.6894524689284515,0.880219597404758,0.11978040259524206
36,New York,10926,22579,2952,31070,2016,0.32610058200268616,0.6738994179973138,0.9132326141908177,0.08676738580918229
37,North Carolina,1986,4460,720,5798,2016,0.3080980452994105,0.6919019547005895,0.8895366676894753,0.1104633323105247
38,North Dakota,1553,4100,325,5401,2016,0.2747213868742261,0.7252786131257739,0.9432413552217953,0.05675864477820468
39,Ohio,3671,8532,860,11504,2016,0.300827665328198,0.6991723346718021,0.9304432222581689,0.06955677774183112
40,Oklahoma,2054,4727,518,6379,2016,0.302905176227695,0.6970948237723049,0.9248948818326809,0.07510511816731913
41,Oregon,2073,3256,301,5112,2016,0.38900356539688496,0.610996434603115,0.9443931276556439,0.05560687234435618
42,Pennsylvania,2462,4267,398,6391,2016,0.3658790310595928,0.6341209689404071,0.9413757548976285,0.058624245102371485
44,Rhode Island,1785,3589,409,5016,2016,0.33215481950130255,0.6678451804986975,0.9246082949308756,0.07539170506912442
45,South Carolina,3561,7479,1215,10003,2016,0.32255434782608694,0.6774456521739131,0.8916919236940631,0.10830807630593689
46,South Dakota,1480,4204,314,5442,2016,0.2603800140745954,0.7396199859254047,0.9454482279360668,0.05455177206393329
47,Tennessee,1991,4047,649,5496,2016,0.3297449486584962,0.6702550513415038,0.8943856794141578,0.10561432058584215
48,Texas,3283,8186,1351,10314,2016,0.2862498910105502,0.7137501089894498,0.8841834547792542,0.11581654522074582
49,Utah,3891,6938,511,10440,2016,0.3593129559516114,0.6406870440483886,0.9533375947402064,0.04666240525979363
50,Vermont,2141,4312,318,6210,2016,0.3317836665117,0.6682163334883,0.9512867647058824,0.04871323529411765
51,Virginia,2612,6250,735,8230,2016,0.2947415933197924,0.7052584066802077,0.9180145008365868,0.08198549916341327
53,Washington,4815,9268,769,13426,2016,0.3419015834694312,0.6580984165305688,0.9458259950686861,0.05417400493131384
54,West Virginia,2362,4676,827,6312,2016,0.33560670645069623,0.6643932935493038,0.884157445020311,0.11584255497968904
55,Wisconsin,1683,3545,270,4986,2016,0.321920428462127,0.678079571537873,0.9486301369863014,0.05136986301369863
56,Wyoming,1207,3232,228,4253,2016,0.2719080874070737,0.7280919125929264,0.9491185003347468,0.050881499665253294
66,Guam,472,1095,138,1435,2016,0.30121250797702614,0.6987874920229739,0.912269548633185,0.08773045136681501
72,Puerto Rico,1297,4416,1161,4611,2016,0.22702608086819534,0.7729739191318047,0.7988565488565489,0.20114345114345114
1,Alabama,2579,5206,947,6977,2015,0.33127809890815674,0.6687219010918433,0.8804896516910651,0.11951034830893488
2,Alaska,1196,2372,239,3397,2015,0.3352017937219731,0.6647982062780269,0.9342684268426843,0.06573157315731573
4,Arizona,2366,5425,580,7323,2015,0.3036837376460018,0.6963162623539982,0.9266101480450462,0.07338985195495382
5,Arkansas,1545,3574,591,4645,2015,0.30181676108614963,0.6981832389138504,0.8871275783040489,0.1128724216959511
6,California,4477,8022,1663,10899,2015,0.3581886550924074,0.6418113449075926,0.8676166215570769,0.1323833784429231
8,Colorado,4322,8977,896,12579,2015,0.3249868411158734,0.6750131588841266,0.9335064935064935,0.0664935064935065
9,Connecticut,3789,7943,787,11063,2015,0.322962836685987,0.677037163314013,0.9335864978902954,0.06641350210970465
10,Delaware,1154,2844,368,3680,2015,0.28864432216108055,0.7113556778389195,0.9090909090909091,0.09090909090909091
11,District of Columbia,1109,2804,236,3736,2015,0.28341426015844623,0.7165857398415538,0.9405840886203424,0.059415911379657606
12,Florida,2894,6607,696,8983,2015,0.3045995158404379,0.6954004841595621,0.9280917450149809,0.07190825498501911
13,Georgia,1352,3225,511,4144,2015,0.29538999344548833,0.7046100065545117,0.8902255639097745,0.10977443609022557
15,Hawaii,2037,5085,288,6859,2015,0.2860151642796967,0.7139848357203032,0.9597033720442144,0.04029662795578565
16,Idaho,1860,3840,419,5349,2015,0.3263157894736842,0.6736842105263158,0.9273578363384188,0.07264216366158113
17,Illinois,1888,3346,376,4907,2015,0.3607183798242262,0.6392816201757738,0.9288283172439902,0.07117168275600984
18,Indiana,1939,4011,481,5546,2015,0.32588235294117646,0.6741176470588235,0.9201924672307947,0.07980753276920524
19,Iowa,1687,4442,345,5856,2015,0.27524881709903737,0.7247511829009626,0.9443638122883405,0.05563618771165941
20,Kansas,6212,16644,1481,21637,2015,0.2717885894294715,0.7282114105705285,0.9359373648239467,0.06406263517605329
21,Kentucky,2787,5864,880,7899,2015,0.32215928794359033,0.6778407120564096,0.8997607928010024,0.1002392071989976
22,Louisiana,1529,3102,587,4121,2015,0.33016627078384797,0.669833729216152,0.8753186066270179,0.12468139337298216
23,Maine,2908,5996,411,8624,2015,0.3265947888589398,0.6734052111410602,0.9545102379634753,0.04548976203652463
24,Maryland,3577,8805,699,11828,2015,0.2888870941689549,0.711112905831045,0.9442005268619781,0.055799473138021874
25,Massachusetts,3149,5935,652,8568,2015,0.34665345662703656,0.6533465433729635,0.9292841648590021,0.07071583514099783
26,Michigan,3000,5834,444,8463,2015,0.3395970115462984,0.6604029884537016,0.9501515661839003,0.0498484338160997
27,Minnesota,4725,11805,645,16078,2015,0.28584392014519056,0.7141560798548094,0.9614303653650661,0.03856963463493392
28,Mississippi,1642,4287,809,5205,2015,0.2769438353853938,0.7230561646146062,0.8654805453940805,0.13451945460591952
29,Missouri,2201,4989,686,6591,2015,0.30611961057023646,0.6938803894297636,0.9057303833997526,0.09426961660024735
30,Montana,1639,4321,342,5690,2015,0.275,0.725,0.9433023872679045,0.05669761273209549
31,Nebraska,4588,12781,1024,16495,2015,0.26414877079854915,0.7358512292014509,0.9415491751812318,0.0584508248187682
32,Nevada,986,1885,230,2682,2015,0.3434343434343434,0.6565656565656566,0.9210164835164835,0.07898351648351648
33,New Hampshire,2007,4893,354,6634,2015,0.2908695652173913,0.7091304347826087,0.9493417286777333,0.050658271322266746
34,New Jersey,3200,8032,755,10657,2015,0.2849002849002849,0.7150997150997151,0.9338415702769015,0.06615842972309849
35,New Mexico,2062,4589,777,5937,2015,0.310028567132762,0.689971432867238,0.8842716711349419,0.11572832886505809
36,New York,4015,8021,1119,11145,2015,0.33358258557660353,0.6664174144233965,0.9087573385518591,0.0912426614481409
37,North Carolina,1970,4638,718,5949,2015,0.2981234866828087,0.7018765133171913,0.8923053847307635,0.10769461526923654
38,North Dakota,1363,3519,300,4657,2015,0.2791888570258091,0.7208111429741909,0.9394795239055881,0.06052047609441194
39,Ohio,3558,8143,883,11004,2015,0.30407657465173915,0.6959234253482608,0.9257171700176664,0.07428282998233364
40,Oklahoma,2025,4816,564,6366,2015,0.2960093553574039,0.7039906446425961,0.9186147186147187,0.08138528138528138
41,Oregon,1936,3304,278,5046,2015,0.36946564885496186,0.6305343511450382,0.9477836213373404,0.05221637866265966
42,Pennsylvania,1897,3749,338,5386,2015,0.33599008147360965,0.6640099185263904,0.9409503843466107,0.05904961565338924
44,Rhode Island,1960,4107,517,5662,2015,0.32305917257293554,0.6769408274270644,0.9163295031558505,0.08367049684414954
45,South Carolina,3602,7746,1245,10329,2015,0.3174127599577018,0.6825872400422982,0.892431311560394,0.10756868843960601
46,South Dakota,1792,5327,428,6778,2015,0.25172074729596855,0.7482792527040315,0.9406050513461005,0.05939494865389953
47,Tennessee,1842,4024,674,5282,2015,0.31401295601772927,0.6859870439822707,0.88683680322364,0.11316319677635997
48,Texas,3943,10420,2107,12525,2015,0.2745248207199053,0.7254751792800946,0.8560005467468562,0.14399945325314378
49,Utah,4079,7167,560,10798,2015,0.36270674017428417,0.6372932598257158,0.9506955449903152,0.049304455009684806
50,Vermont,1962,4430,330,6140,2015,0.3069461827284105,0.6930538172715894,0.9489953632148377,0.05100463678516229
